NÚMERO DO PROTOCOLO,FINALIZAÇÃO,TMO ORIGINAL,TMO AJUSTADO
20250220-009-2614598,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250513-009-3309040,CADASTRADO,0 days 00:09:32,0 days 00:20:00
20250214-009-2562065,CADASTRADO,0 days 00:00:01,0 days 00:20:00
20250213-009-2549262,CADASTRADO,0 days 00:11:50,0 days 00:20:00
20250626-009-3777476,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250609-009-3600367,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250625-009-3767778,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250616-009-3679708,ATUALIZADO,0 days 00:18:50,0 days 00:15:00
20250617-009-3685457,CADASTRADO,0 days 00:15:18,0 days 00:20:00
20250605-009-3564124,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250604-009-3551731,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250327-009-2891886,ATUALIZADO,0 days 00:30:29,0 days 00:15:00
20250505-009-3217698,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250407-009-2976708,CADASTRADO,0 days 00:09:09,0 days 00:20:00
20250507-009-3254785,ATUALIZADO,0 days 00:02:13,0 days 00:03:00
20250627-009-3792963,ATUALIZADO,0 days 00:01:46,0 days 00:03:00
20250312-009-2759545,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250612-009-3647011,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250603-009-3533377,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250325-009-2872678,CADASTRADO,0 days 00:04:36,0 days 00:20:00
20250617-009-3684484,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250326-009-2877572,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250310-009-2734531,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250606-009-3579061,ATUALIZADO,0 days 00:01:39,0 days 00:03:00
20250530-009-3497125,ATUALIZADO,0 days 00:21:01,0 days 00:15:00
20250624-009-3761033,CADASTRADO,0 days 00:00:01,0 days 00:20:00
20250311-009-2751443,CADASTRADO,0 days 22:46:41,0 days 02:00:00
20250627-009-3802810,CADASTRADO,0 days 00:18:22,0 days 00:20:00
20250305-009-2703503,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250529-009-3482810,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250507-009-3245440,CADASTRADO,0 days 00:12:09,0 days 00:20:00
20250322-009-2846312,CADASTRADO,0 days 00:14:36,0 days 00:20:00
20250523-009-3429759,CADASTRADO,0 days 00:02:33,0 days 00:20:00
20250423-009-3121016,CADASTRADO,0 days 00:09:11,0 days 00:20:00
20250520-009-3376950,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250626-009-3775563,CADASTRADO,0 days 00:12:03,0 days 00:20:00
20250317-009-2794148,ATUALIZADO,0 days 00:02:03,0 days 00:03:00
20250512-009-3290828,ATUALIZADO,0 days 02:59:43,0 days 02:00:00
20250528-009-3468751,CADASTRADO,0 days 00:07:18,0 days 00:20:00
20250314-009-2781929,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250219-009-2600013,CADASTRADO,0 days 00:09:51,0 days 00:20:00
20250627-009-3802742,ATUALIZADO,0 days 00:02:07,0 days 00:03:00
20250620-009-3721477,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250605-009-3564128,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250310-009-2734481,ATUALIZADO,0 days 00:34:39,0 days 00:15:00
20250611-009-3632656,ATUALIZADO,0 days 00:02:05,0 days 00:03:00
20250528-009-3480116,CADASTRADO,0 days 00:16:51,0 days 00:20:00
20250221-009-2629030,CADASTRADO,0 days 00:16:29,0 days 00:20:00
20250204-009-2456695,ATUALIZADO,0 days 00:16:19,0 days 00:15:00
20250128-009-2390505,CADASTRADO,0 days 00:16:44,0 days 00:20:00
20250311-009-2751445,ATUALIZADO,0 days 00:18:33,0 days 00:15:00
20250602-009-3513658,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250609-009-3592719,ATUALIZADO,0 days 00:02:31,0 days 00:03:00
20250221-009-2619802,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250515-009-3342428,CADASTRADO,0 days 00:15:06,0 days 00:20:00
20250324-009-2852681,ATUALIZADO,0 days 00:02:11,0 days 00:03:00
20250221-009-2628457,ATUALIZADO,0 days 00:23:00,0 days 00:15:00
20250513-009-3308593,ATUALIZADO,0 days 00:02:13,0 days 00:03:00
20250523-009-3428369,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250307-009-2718019,ATUALIZADO,0 days 00:02:10,0 days 00:03:00
20250520-009-3385935,ATUALIZADO,0 days 00:01:53,0 days 00:03:00
20250522-009-3415332,CADASTRADO,0 days 00:12:11,0 days 00:20:00
20250606-009-3578746,ATUALIZADO,0 days 00:02:21,0 days 00:03:00
20250623-009-3741995,ATUALIZADO,0 days 00:02:13,0 days 00:03:00
20250314-009-2781632,ATUALIZADO,0 days 00:01:53,0 days 00:03:00
20250529-009-3488106,ATUALIZADO,0 days 00:01:49,0 days 00:03:00
20250530-009-3504962,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250520-009-3378809,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250324-009-2853560,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250612-009-3647013,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250227-009-2670188,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250311-009-2750651,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250508-009-3270298,CADASTRADO,0 days 00:16:20,0 days 00:20:00
20250220-009-2602990,CADASTRADO,0 days 00:17:45,0 days 00:20:00
20250604-009-3549536,ATUALIZADO,0 days 00:01:57,0 days 00:03:00
20250218-009-2586380,CADASTRADO,0 days 00:14:14,0 days 00:20:00
20250211-009-2512968,ATUALIZADO,0 days 00:15:51,0 days 00:15:00
20250325-009-2868466,ATUALIZADO,0 days 00:01:39,0 days 00:03:00
20250515-009-3336585,CADASTRADO,0 days 02:28:09,0 days 02:00:00
20250624-009-3750747,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250408-009-2989587,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250402-009-2950612,ATUALIZADO,0 days 00:01:48,0 days 00:03:00
20250312-009-2755864,CADASTRADO,0 days 00:09:30,0 days 00:20:00
20250227-009-2670189,ATUALIZADO,0 days 00:02:05,0 days 00:03:00
20250403-009-2952127,ATUALIZADO,3 days 16:04:04,0 days 02:00:00
20250327-009-2885584,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250613-009-3651857,CADASTRADO,0 days 00:10:36,0 days 00:20:00
20250212-009-2530121,CADASTRADO,0 days 00:09:25,0 days 00:20:00
20250623-009-3743867,ATUALIZADO,0 days 00:16:02,0 days 00:15:00
20250609-009-3589823,CADASTRADO,0 days 00:09:57,0 days 00:20:00
20250312-009-2757860,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250523-009-3420193,CADASTRADO,0 days 00:15:49,0 days 00:20:00
20250624-009-3750266,CADASTRADO,0 days 00:14:58,0 days 00:20:00
20250306-009-2711590,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250604-009-3549508,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250415-009-3062413,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250421-009-3105508,CADASTRADO,0 days 00:05:38,0 days 00:20:00
20250531-009-3508132,CADASTRADO,0 days 00:03:34,0 days 00:20:00
20250523-009-3433737,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250320-009-2830520,ATUALIZADO,0 days 00:02:00,0 days 00:03:00
20250529-009-3484271,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250624-009-3750306,CADASTRADO,0 days 00:18:53,0 days 00:20:00
20250424-009-3140700,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250627-009-3791968,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250227-009-2671044,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250409-009-3004883,CADASTRADO,0 days 00:11:03,0 days 00:20:00
20250404-009-2964075,CADASTRADO,0 days 00:12:17,0 days 00:20:00
20250605-009-3567998,ATUALIZADO,0 days 00:01:50,0 days 00:03:00
20250620-009-3721488,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250424-009-3138074,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250624-009-3750740,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250331-009-2904918,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250416-009-3078347,ATUALIZADO,0 days 00:02:00,0 days 00:03:00
20250319-009-2819958,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250604-009-3548972,CADASTRADO,0 days 00:14:07,0 days 00:20:00
20250609-009-3589832,CADASTRADO,0 days 00:11:03,0 days 00:20:00
20250513-009-3311363,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250415-009-3061858,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250403-009-2953887,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250523-009-3420195,CADASTRADO,0 days 00:18:09,0 days 00:20:00
20250628-009-3809336,CADASTRADO,0 days 00:03:27,0 days 00:20:00
20250613-009-3651632,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250424-009-3133361,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250626-009-3777562,ATUALIZADO,0 days 00:15:25,0 days 00:15:00
20250421-009-3105500,CADASTRADO,0 days 00:10:02,0 days 00:20:00
20250529-009-3488101,ATUALIZADO,0 days 00:01:55,0 days 00:03:00
20250522-009-3406767,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250310-009-2739869,CADASTRADO,0 days 00:14:56,0 days 00:20:00
20250603-009-3533366,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250219-009-2602423,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250417-009-3087064,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250211-009-2518641,CADASTRADO,0 days 00:12:29,0 days 00:20:00
20250325-009-2863715,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250410-009-3017451,CADASTRADO,0 days 00:13:05,0 days 00:20:00
20250609-009-3592688,ATUALIZADO,0 days 00:20:58,0 days 00:15:00
20250616-009-3679720,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250417-009-3089909,ATUALIZADO,0 days 00:01:56,0 days 00:03:00
20250416-009-3084599,ATUALIZADO,0 days 00:21:44,0 days 00:15:00
20250328-009-2894050,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250317-009-2793803,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250207-009-2495960,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250227-009-2669893,ATUALIZADO,0 days 00:18:52,0 days 00:15:00
20250113-009-2271782,CADASTRADO,0 days 02:17:29,0 days 02:00:00
20250227-009-2670198,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250403-009-2952121,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250325-009-2868267,ATUALIZADO,0 days 00:15:29,0 days 00:15:00
20250624-009-3750755,ATUALIZADO,0 days 00:02:31,0 days 00:03:00
20250417-009-3097721,CADASTRADO,0 days 00:12:23,0 days 00:20:00
20250409-009-3002580,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250625-009-3765323,CADASTRADO,0 days 00:15:34,0 days 00:20:00
20250612-009-3642542,ATUALIZADO,0 days 00:01:44,0 days 00:03:00
20250512-009-3297124,ATUALIZADO,0 days 00:02:00,0 days 00:03:00
20250616-009-3671019,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250315-009-2788942,CADASTRADO,0 days 00:00:32,0 days 00:20:00
20250610-009-3606712,ATUALIZADO,0 days 00:01:56,0 days 00:03:00
20250213-009-2543411,CADASTRADO,0 days 00:13:59,0 days 00:20:00
20250623-009-3741922,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250301-009-2689913,CADASTRADO,0 days 00:08:12,0 days 00:20:00
20250218-009-2586422,CADASTRADO,0 days 02:25:00,0 days 02:00:00
20250626-009-3777581,ATUALIZADO,0 days 00:02:08,0 days 00:03:00
20250310-009-2736297,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250411-009-3031949,ATUALIZADO,0 days 00:02:13,0 days 00:03:00
20250624-009-3750742,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250604-009-3549549,ATUALIZADO,0 days 00:02:01,0 days 00:03:00
20250331-009-2906928,ATUALIZADO,0 days 00:19:19,0 days 00:15:00
20250605-009-3565308,ATUALIZADO,0 days 00:02:16,0 days 00:03:00
20250624-009-3750750,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250313-009-2769105,ATUALIZADO,0 days 00:01:37,0 days 00:03:00
20250506-009-3240037,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250613-009-3657782,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250627-009-3792008,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250403-009-2958789,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250417-009-3090970,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250317-009-2795077,ATUALIZADO,0 days 00:16:38,0 days 00:15:00
20250318-009-2814134,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250311-009-2750471,ATUALIZADO,0 days 00:24:09,0 days 00:15:00
20250207-009-2493743,CADASTRADO,0 days 00:10:07,0 days 00:20:00
20250321-009-2840796,ATUALIZADO,0 days 00:01:43,0 days 00:03:00
20250327-009-2885587,ATUALIZADO,0 days 00:02:02,0 days 00:03:00
20250320-009-2831044,CADASTRADO,0 days 00:10:04,0 days 00:20:00
20250527-009-3456237,CADASTRADO,0 days 00:11:16,0 days 00:20:00
20250604-009-3549531,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250210-009-2503674,ATUALIZADO,0 days 00:15:17,0 days 00:15:00
20250314-009-2781626,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250314-009-2786995,ATUALIZADO,0 days 00:38:15,0 days 00:15:00
20250409-009-3009753,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250617-009-3684794,ATUALIZADO,0 days 00:02:09,0 days 00:03:00
20250623-009-3733793,CADASTRADO,0 days 00:14:23,0 days 00:20:00
20250616-009-3673109,ATUALIZADO,0 days 00:01:34,0 days 00:03:00
20250502-009-3201370,ATUALIZADO,0 days 00:16:55,0 days 00:15:00
20250623-009-3737904,CADASTRADO,0 days 00:16:31,0 days 00:20:00
20250408-009-2989964,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250610-009-3604368,CADASTRADO,0 days 00:13:47,0 days 00:20:00
20250609-009-3592760,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250224-009-2639584,CADASTRADO,0 days 00:08:09,0 days 00:20:00
20250322-009-2846267,CADASTRADO,0 days 00:00:51,0 days 00:20:00
20250213-009-2545568,CADASTRADO,0 days 00:14:29,0 days 00:20:00
20250526-009-3442877,CADASTRADO,0 days 00:18:05,0 days 00:20:00
20250610-009-3606720,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250626-009-3776337,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250411-009-3030920,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250321-009-2839828,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250618-009-3698359,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250411-009-3030050,CADASTRADO,0 days 00:13:20,0 days 00:20:00
20250328-009-2895412,CADASTRADO,0 days 00:17:39,0 days 00:20:00
20250314-009-2781948,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250411-009-3028518,CADASTRADO,0 days 00:18:44,0 days 00:20:00
20250213-009-2547236,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250602-009-3522680,ATUALIZADO,0 days 00:01:59,0 days 00:03:00
20250321-009-2846087,ATUALIZADO,0 days 00:01:58,0 days 00:03:00
20250416-009-3076708,CADASTRADO,0 days 00:15:19,0 days 00:20:00
20250531-009-3508118,ATUALIZADO,0 days 00:00:16,0 days 00:03:00
20250415-009-3061647,CADASTRADO,0 days 00:18:51,0 days 00:20:00
20250528-009-3469378,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250305-009-2697550,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250311-009-2742479,CADASTRADO,0 days 00:12:40,0 days 00:20:00
20250404-009-2972288,ATUALIZADO,0 days 07:38:06,0 days 02:00:00
20250226-009-2659021,CADASTRADO,0 days 00:15:13,0 days 00:20:00
20250310-009-2739561,CADASTRADO,0 days 00:10:57,0 days 00:20:00
20250522-009-3415333,CADASTRADO,0 days 00:09:33,0 days 00:20:00
20250520-009-3376942,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250402-009-2934583,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250509-009-3273904,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250404-009-2964152,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250312-009-2755773,ATUALIZADO,0 days 00:02:12,0 days 00:03:00
20250506-009-3231632,CADASTRADO,0 days 00:18:26,0 days 00:20:00
20250327-009-2891184,ATUALIZADO,0 days 00:18:44,0 days 00:15:00
20250620-009-3721876,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250314-009-2781661,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250301-009-2689902,CADASTRADO,0 days 00:06:34,0 days 00:20:00
20250409-009-3014336,ATUALIZADO,0 days 00:02:01,0 days 00:03:00
20250219-009-2602108,ATUALIZADO,0 days 00:02:04,0 days 00:03:00
20250523-009-3433612,ATUALIZADO,0 days 00:28:56,0 days 00:15:00
20250415-009-3061905,ATUALIZADO,0 days 01:48:43,0 days 00:15:00
20250515-009-3337188,ATUALIZADO,0 days 00:02:11,0 days 00:03:00
20250404-009-2964129,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250423-009-3131222,CADASTRADO,0 days 16:52:09,0 days 02:00:00
20250612-009-3639862,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250311-009-2745498,ATUALIZADO,0 days 00:01:47,0 days 00:03:00
20250519-009-3365633,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250627-009-3802764,ATUALIZADO,0 days 00:02:09,0 days 00:03:00
20250207-009-2493741,CADASTRADO,0 days 00:14:47,0 days 00:20:00
20250325-009-2861463,CADASTRADO,0 days 00:12:16,0 days 00:20:00
20250219-009-2599997,CADASTRADO,0 days 00:14:08,0 days 00:20:00
20250224-009-2634846,ATUALIZADO,0 days 00:02:05,0 days 00:03:00
20250318-009-2805821,CADASTRADO,0 days 02:03:35,0 days 02:00:00
20250221-009-2628972,CADASTRADO,0 days 00:15:08,0 days 00:20:00
20250318-009-2813570,CADASTRADO,0 days 00:17:39,0 days 00:20:00
20250527-009-3462666,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250530-009-3497101,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250513-009-3309052,CADASTRADO,0 days 00:10:17,0 days 00:20:00
20250515-009-3341624,ATUALIZADO,0 days 00:21:08,0 days 00:15:00
20250411-009-3030888,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250422-009-3107737,ATUALIZADO,0 days 03:54:42,0 days 02:00:00
20250313-009-2769106,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250206-009-2485672,ATUALIZADO,0 days 00:30:26,0 days 00:15:00
20250612-009-3644123,CADASTRADO,0 days 00:18:31,0 days 00:20:00
20250409-009-3004884,CADASTRADO,0 days 00:10:03,0 days 00:20:00
20250430-009-3189259,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250616-009-3673083,ATUALIZADO,0 days 00:01:52,0 days 00:03:00
20250509-009-3280751,CADASTRADO,0 days 00:17:16,0 days 00:20:00
20250624-009-3748563,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250327-009-2884367,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250410-009-3026726,ATUALIZADO,0 days 00:02:10,0 days 00:03:00
20250617-009-3687658,ATUALIZADO,0 days 00:02:02,0 days 00:03:00
20250220-009-2615529,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250613-009-3657847,ATUALIZADO,0 days 00:02:54,0 days 00:03:00
20250409-009-3004896,CADASTRADO,0 days 00:09:21,0 days 00:20:00
20250530-009-3506364,CADASTRADO,0 days 00:17:46,0 days 00:20:00
20250318-009-2809172,CADASTRADO,0 days 00:08:40,0 days 00:20:00
20250520-009-3384758,ATUALIZADO,0 days 00:02:54,0 days 00:03:00
20250516-009-3348869,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250214-009-2561740,CADASTRADO,0 days 00:14:38,0 days 00:20:00
20250618-009-3709227,ATUALIZADO,0 days 00:01:59,0 days 00:03:00
20250425-009-3146339,ATUALIZADO,0 days 00:02:31,0 days 00:03:00
20250331-009-2905387,CADASTRADO,0 days 00:15:50,0 days 00:20:00
20250417-009-3092647,CADASTRADO,0 days 00:12:44,0 days 00:20:00
20250428-009-3160929,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250310-009-2734505,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250618-009-3700968,ATUALIZADO,0 days 00:01:59,0 days 00:03:00
20250602-009-3521221,ATUALIZADO,0 days 00:02:21,0 days 00:03:00
20250519-009-3363307,ATUALIZADO,0 days 00:02:09,0 days 00:03:00
20250226-009-2659743,ATUALIZADO,0 days 00:01:56,0 days 00:03:00
20250218-009-2591356,CADASTRADO,0 days 00:11:27,0 days 00:20:00
20250522-009-3415331,CADASTRADO,0 days 00:11:07,0 days 00:20:00
20250508-009-3270311,CADASTRADO,0 days 00:18:54,0 days 00:20:00
20250210-009-2510368,ATUALIZADO,0 days 00:28:38,0 days 00:15:00
20250506-009-3231635,CADASTRADO,0 days 00:15:47,0 days 00:20:00
20250317-009-2801280,ATUALIZADO,0 days 00:02:02,0 days 00:03:00
20250227-009-2674626,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250403-009-2958782,ATUALIZADO,0 days 00:02:15,0 days 00:03:00
20250322-009-2846323,CADASTRADO,0 days 00:11:46,0 days 00:20:00
20250317-009-2801510,ATUALIZADO,0 days 00:20:34,0 days 00:15:00
20250502-009-3200601,CADASTRADO,0 days 00:12:44,0 days 00:20:00
20250611-009-3624592,CADASTRADO,0 days 00:12:43,0 days 00:20:00
20250207-009-2497078,CADASTRADO,0 days 00:18:54,0 days 00:20:00
20250321-009-2840798,ATUALIZADO,0 days 00:01:57,0 days 00:03:00
20250523-009-3427841,CADASTRADO,0 days 10:10:24,0 days 02:00:00
20250328-009-2897890,ATUALIZADO,0 days 00:01:58,0 days 00:03:00
20250416-009-3075170,CADASTRADO,0 days 00:12:23,0 days 00:20:00
20250505-009-3224145,CADASTRADO,0 days 00:18:54,0 days 00:20:00
20250314-009-2781904,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250404-009-2967309,ATUALIZADO,0 days 00:15:17,0 days 00:15:00
20250501-009-3199216,ATUALIZADO,0 days 00:02:07,0 days 00:03:00
20250529-009-3482844,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250325-009-2865713,ATUALIZADO,0 days 00:19:06,0 days 00:15:00
20250221-009-2623962,ATUALIZADO,0 days 00:02:09,0 days 00:03:00
20250430-009-3185629,CADASTRADO,0 days 00:10:55,0 days 00:20:00
20250626-009-3775588,CADASTRADO,0 days 00:13:34,0 days 00:20:00
20250325-009-2868492,ATUALIZADO,0 days 00:45:48,0 days 00:15:00
20250305-009-2703395,ATUALIZADO,0 days 00:01:22,0 days 00:03:00
20250604-009-3549516,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250605-009-3565318,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250328-009-2894628,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250224-009-2634829,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250529-009-3485478,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250225-009-2642716,CADASTRADO,0 days 00:02:12,0 days 00:20:00
20250616-009-3673114,ATUALIZADO,0 days 00:01:29,0 days 00:03:00
20250617-009-3684516,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250102-009-2150037,ATUALIZADO,0 days 00:59:27,0 days 00:15:00
20250411-009-3030913,ATUALIZADO,0 days 00:01:59,0 days 00:03:00
20250411-009-3030890,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250529-009-3488094,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250409-009-3009746,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250514-009-3322415,ATUALIZADO,0 days 00:17:08,0 days 00:15:00
20250623-009-3741970,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250613-009-3662028,CADASTRADO,0 days 00:14:26,0 days 00:20:00
20250218-009-2586407,CADASTRADO,0 days 00:17:01,0 days 00:20:00
20250605-009-3570043,CADASTRADO,0 days 00:14:27,0 days 00:20:00
20250510-009-3282560,CADASTRADO,0 days 00:08:04,0 days 00:20:00
20250609-009-3589824,CADASTRADO,0 days 00:09:43,0 days 00:20:00
20250411-009-3030174,ATUALIZADO,0 days 00:01:46,0 days 00:03:00
20250331-009-2904955,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250428-009-3161992,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250224-009-2639593,CADASTRADO,0 days 00:12:13,0 days 00:20:00
20250306-009-2705463,ATUALIZADO,0 days 00:16:32,0 days 00:15:00
20250624-009-3750769,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250507-009-3249996,CADASTRADO,0 days 00:16:19,0 days 00:20:00
20250610-009-3607300,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250328-009-2892858,CADASTRADO,0 days 00:16:56,0 days 00:20:00
20250221-009-2628998,CADASTRADO,0 days 00:16:31,0 days 00:20:00
20250519-009-3361116,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250327-009-2885102,ATUALIZADO,0 days 07:38:16,0 days 02:00:00
20250605-009-3570036,CADASTRADO,0 days 00:12:51,0 days 00:20:00
20250310-009-2740591,CADASTRADO,0 days 00:15:22,0 days 00:20:00
20250526-009-3451392,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250612-009-3647331,CADASTRADO,0 days 00:15:23,0 days 00:20:00
20250606-009-3577558,ATUALIZADO,0 days 00:02:13,0 days 00:03:00
20250606-009-3577608,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250611-009-3624317,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250325-009-2863725,ATUALIZADO,0 days 00:01:44,0 days 00:03:00
20250529-009-3488107,ATUALIZADO,0 days 00:01:33,0 days 00:03:00
20250423-009-3129795,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250611-009-3631506,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250617-009-3690096,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250626-009-3776333,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250228-009-2685535,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250602-009-3513650,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250623-009-3741980,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250411-009-3030052,CADASTRADO,0 days 00:15:05,0 days 00:20:00
